date,cpi,gs10,indpro,tb3ms,unrate,usrec
2018-11-01,252.594,3.12,104.0681,2.33,3.8,0
2018-12-01,252.767,2.83,104.0936,2.37,3.9,0
2019-01-01,252.561,2.71,103.4021,2.37,4.0,0
2019-02-01,253.319,2.68,102.8371,2.39,3.8,0
2019-03-01,254.277,2.57,102.8757,2.4,3.8,0
2019-04-01,255.233,2.53,102.274,2.38,3.7,0
2019-05-01,255.296,2.4,102.392,2.35,3.6,0
2019-06-01,255.213,2.07,102.4375,2.17,3.6,0
2019-07-01,255.802,2.06,101.9408,2.1,3.7,0
2019-08-01,256.036,1.63,102.639,1.95,3.6,0
2019-09-01,256.43,1.7,102.2917,1.89,3.5,0
2019-10-01,257.155,1.71,101.4281,1.65,3.6,0
2019-11-01,257.879,1.81,101.9372,1.54,3.6,0
2019-12-01,258.63,1.86,101.7003,1.54,3.6,0
2020-01-01,259.127,1.76,101.0338,1.52,3.6,0
2020-02-01,259.25,1.5,101.3735,1.52,3.5,0
2020-03-01,258.076,0.87,97.4078,0.29,4.4,1
2020-04-01,256.032,0.66,84.5619,0.14,14.8,1
2020-05-01,255.802,0.67,85.9604,0.13,13.2,0
2020-06-01,257.042,0.73,91.5934,0.16,11.0,0
2020-07-01,258.352,0.62,95.0256,0.13,10.2,0
2020-08-01,259.316,0.65,95.9549,0.1,8.4,0
2020-09-01,259.997,0.68,95.9669,0.11,7.8,0
2020-10-01,260.319,0.79,96.7394,0.1,6.9,0
2020-11-01,260.911,0.87,97.0816,0.09,6.7,0
2020-12-01,262.045,0.93,98.363,0.09,6.7,0
2021-01-01,262.687,1.08,98.8822,0.08,6.4,0
2021-02-01,263.579,1.26,95.6149,0.04,6.2,0
2021-03-01,264.961,1.61,98.3856,0.03,6.1,0
2021-04-01,266.614,1.64,98.5587,0.02,6.1,0
2021-05-01,268.383,1.62,99.4333,0.02,5.8,0
2021-06-01,270.654,1.52,99.7987,0.04,5.9,0
2021-07-01,271.903,1.32,100.2519,0.05,5.4,0
2021-08-01,272.676,1.28,100.0437,0.05,5.1,0
2021-09-01,273.91,1.37,98.8579,0.04,4.7,0
2021-10-01,276.55,1.58,100.1861,0.05,4.5,0
2021-11-01,278.919,1.56,100.8654,0.05,4.1,0
2021-12-01,280.845,1.47,100.5726,0.06,3.9,0
2022-01-01,282.543,1.76,100.1856,0.15,4.0,0
2022-02-01,284.5,1.93,100.8064,0.33,3.9,0
2022-03-01,287.674,2.13,101.3907,0.44,3.7,0
2022-04-01,288.561,2.75,101.44,0.76,3.7,0
2022-05-01,291.298,2.9,101.3335,0.98,3.6,0
2022-06-01,294.957,3.14,101.018,1.49,3.6,0
2022-07-01,294.913,2.9,101.223,2.23,3.5,0
2022-08-01,295.097,2.9,101.0963,2.63,3.6,0
2022-09-01,296.349,3.52,101.2918,3.13,3.5,0
2022-10-01,298.007,3.98,101.2529,3.72,3.6,0
2022-11-01,298.786,3.89,100.9552,4.15,3.6,0
2022-12-01,298.832,3.62,99.7664,4.25,3.5,0
2023-01-01,300.42,3.53,100.505,4.54,3.5,0
2023-02-01,301.45,3.75,100.6416,4.65,3.6,0
2023-03-01,301.821,3.66,101.0205,4.69,3.5,0
2023-04-01,302.845,3.46,101.253,4.92,3.4,0
2023-05-01,303.334,3.57,100.9286,5.14,3.6,0
2023-06-01,304.014,3.75,100.1196,5.16,3.6,0
2023-07-01,304.609,3.9,100.9067,5.25,3.5,0
2023-08-01,306.082,4.17,100.8393,5.3,3.7,0
2023-09-01,307.276,4.38,101.0211,5.32,3.7,0
2023-10-01,307.696,4.8,100.4689,5.34,3.9,0
2023-11-01,308.148,4.5,100.8639,5.27,3.7,0
2023-12-01,308.741,4.02,100.6031,5.24,3.8,0
2024-01-01,309.698,4.06,99.2223,5.22,3.7,0
2024-02-01,310.967,4.21,100.285,5.24,3.9,0
2024-03-01,312.345,4.21,100.4575,5.24,3.9,0
2024-04-01,313.023,4.54,100.2434,5.24,3.9,0
2024-05-01,313.175,4.48,100.863,5.25,3.9,0
2024-06-01,313.044,4.31,100.894,5.24,4.1,0
2024-07-01,313.569,4.25,99.9757,5.2,4.2,0
2024-08-01,314.062,3.87,100.4309,5.05,4.2,0
2024-09-01,314.732,3.72,99.8084,4.72,4.1,0
2024-10-01,315.631,4.1,99.4695,4.51,4.1,0
2024-11-01,316.528,4.36,99.2925,4.42,4.2,0
2024-12-01,317.604,4.39,100.3273,4.27,4.1,0
2025-01-01,318.961,4.63,100.0647,4.21,4.0,0
2025-02-01,319.679,4.45,101.0993,4.22,4.2,0
2025-03-01,319.785,4.28,101.0404,4.2,4.2,0
2025-04-01,320.302,4.28,101.1279,4.21,4.2,0
2025-05-01,320.62,4.42,100.9655,4.25,4.3,0
2025-06-01,321.435,4.38,101.4785,4.23,4.1,0
2025-07-01,322.169,4.39,101.894,4.25,4.3,0
2025-08-01,323.291,4.26,101.6247,4.12,4.3,0
2025-09-01,324.245,4.12,101.7059,3.92,4.4,0
2025-10-01,324.245,4.06,101.257,3.82,4.4,0
2025-11-01,325.063,4.09,101.3775,3.78,4.5,0
2025-12-01,326.031,4.14,101.6296,3.59,4.4,0
2026-01-01,326.588,4.21,102.3412,3.57,4.3,0
